Sex,Race/Ethnicity,Age,Year,Survival Time,5-Year Relative Survival Rate (Percent Survivng),5-Year Relative Survival Rate Lower Confidence Interval,5-Year Relative Survival Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Female,Black (includes Hispanic),Ages 65+,3 years,2013,55.7285,54.4048,57.0302,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2000,42.144,40.5756,43.7034,2000-2015,0.7113,0.6286,0.7939,Trend is Rising
Female,Black (includes Hispanic),Ages 65+,5 years,2001,43.0768,41.506,44.6371,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2002,42.8956,41.3536,44.4276,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2003,42.3802,40.8558,43.8956,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2004,42.7657,41.2474,44.2744,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2005,44.6912,43.1145,46.2545,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2006,44.9254,43.4092,46.429,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2007,46.2197,44.7295,47.6958,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2008,45.913,44.4214,47.3909,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2009,47.8836,46.4215,49.3299,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2010,47.1531,45.708,48.5837,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2011,48.111,46.6602,49.5459,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65+,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2000,88.2397,80.7833,92.9273,2000-2015,0.2321,0.0449,0.4193,Trend is Rising
Female,Black (includes Hispanic),Ages <15,1 year,2001,87.1336,80.2373,91.7455,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2002,91.2068,85.2411,94.8332,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2003,88.901,82.427,93.0886,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2004,91.0124,85.4094,94.5319,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2005,87.6472,80.7785,92.1787,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2006,86.2438,79.2126,91.0297,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2007,89.6669,83.5946,93.5769,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2008,89.6779,83.3895,93.6748,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2009,88.7925,82.6996,92.8315,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2010,94.1436,88.8758,96.9589,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2011,94.0594,89.1084,96.7997,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2012,93.1902,88.1998,96.1161,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2013,90.8035,85.1374,94.3799,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2014,89.7733,84.1571,93.475,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2015,92.8164,86.846,96.1363,,,,,
Female,Black (includes Hispanic),Ages <15,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2000,78.8624,70.2249,85.2542,2000-2015,0.4488,0.0878,0.8098,Trend is Rising
Female,Black (includes Hispanic),Ages <15,3 years,2001,76.2688,68.1993,82.5512,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2002,74.0781,66.1226,80.4412,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2003,82.5925,75.246,87.9318,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2004,83.1192,76.4007,88.0733,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2005,77.3764,69.3379,83.5557,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2006,73.8592,65.6096,80.4241,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2007,81.0256,73.7823,86.4502,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2008,76.4847,68.6396,82.6147,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2009,78.0309,70.6939,83.7415,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2010,85.8988,79.088,90.6215,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2011,84.865,78.3486,89.5499,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2012,81.9803,75.3012,87.0082,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2013,80.5686,73.4624,85.9528,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2000,77.189,68.3954,83.8221,2000-2015,0.4985,0.0978,0.8992,Trend is Rising
Female,Black (includes Hispanic),Ages <15,5 years,2001,72.6448,64.3224,79.337,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2002,67.867,59.5828,74.8138,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2003,81.1973,73.6868,86.7552,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2004,78.2656,71.0845,83.865,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2005,72.2532,63.8609,79.0162,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2006,72.4155,64.0756,79.134,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2007,78.3065,70.7851,84.1078,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2008,75.7983,67.898,82.0109,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2009,76.7557,69.3046,82.6243,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2010,83.7698,76.6494,88.8749,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2011,82.8421,76.0224,87.8757,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages <15,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2000,89.1313,87.2849,90.7239,2000-2015,0.1567,0.0969,0.2165,Trend is Rising
Female,Black (includes Hispanic),Ages 15-39,1 year,2001,89.5266,87.6396,91.1401,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2002,90.0433,88.2115,91.6041,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2003,90.8123,89.0652,92.2925,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2004,91.0781,89.3698,92.5235,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2005,91.0974,89.3187,92.5922,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2006,89.1765,87.2834,90.8028,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2007,90.2348,88.4315,91.7702,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2008,91.0537,89.2954,92.5353,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2009,92.015,90.3761,93.385,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2010,91.9459,90.2951,93.3264,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2011,92.0262,90.4079,93.3815,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2012,92.4926,90.9308,93.7946,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2013,94.0192,92.5237,95.2233,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2014,92.8183,91.2512,94.1138,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2015,92.3476,90.7662,93.6676,,,,,
Female,Black (includes Hispanic),Ages 15-39,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2000,78.5154,76.1352,80.6891,2000-2015,0.3269,0.2031,0.4507,Trend is Rising
Female,Black (includes Hispanic),Ages 15-39,3 years,2001,76.1362,73.5927,78.4717,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2002,78.2006,75.7493,80.4369,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2003,80.2262,77.8876,82.3462,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2004,81.4433,79.1747,83.4911,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2005,79.2335,76.7871,81.454,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2006,77.5817,75.108,79.8434,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2007,80.505,78.157,82.6293,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2008,81.5669,79.2417,83.659,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2009,80.7722,78.4683,82.857,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2010,82.0128,79.7481,84.05,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2011,82.5577,80.3525,84.5397,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2012,81.0985,78.8521,83.1323,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2013,83.5822,81.3214,85.594,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2000,73.3316,70.7735,75.7056,2000-2015,0.3943,0.2454,0.5431,Trend is Rising
Female,Black (includes Hispanic),Ages 15-39,5 years,2001,70.7254,68.0162,73.2519,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2002,72.9712,70.3411,75.4102,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2003,76.2976,73.8016,78.5912,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2004,77.0093,74.5573,79.2587,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2005,74.6467,72.0267,77.0616,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2006,73.1006,70.4732,75.5362,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2007,75.3372,72.7896,77.6839,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2008,76.4209,73.8799,78.7513,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2009,75.8454,73.3458,78.1466,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2010,76.4005,73.8987,78.6981,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2011,77.6478,75.2173,79.8727,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 15-39,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2000,79.4458,78.4047,80.4432,2000-2015,0.3077,0.2668,0.3486,Trend is Rising
Female,Black (includes Hispanic),Ages 40-64,1 year,2001,80.0209,79.0079,80.9912,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2002,80.7303,79.7588,81.6607,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2003,79.9581,78.9854,80.8914,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2004,80.5401,79.6001,81.442,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2005,81.2273,80.2697,82.1438,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2006,82.0359,81.1397,82.8942,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2007,82.3771,81.5064,83.2113,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2008,82.6225,81.758,83.4502,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2009,83.412,82.5975,84.1922,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2010,83.6103,82.7895,84.3957,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2011,82.9647,82.1535,83.7428,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2012,83.6206,82.833,84.3755,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2013,84.0332,83.2417,84.7909,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2014,84.9974,84.2458,85.7164,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2015,84.3813,83.6055,85.1237,,,,,
Female,Black (includes Hispanic),Ages 40-64,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2000,65.523,64.2865,66.7286,2000-2015,0.4924,0.4275,0.5573,Trend is Rising
Female,Black (includes Hispanic),Ages 40-64,3 years,2001,65.4608,64.2453,66.6464,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2002,66.9653,65.7951,68.1056,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2003,65.2604,64.0938,66.3997,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2004,66.6014,65.4716,67.704,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2005,67.5844,66.4265,68.7123,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2006,68.4586,67.3638,69.5256,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2007,68.7494,67.6804,69.7914,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2008,69.3208,68.2587,70.3555,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2009,70.4151,69.4046,71.3995,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2010,70.4164,69.394,71.4121,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2011,70.8636,69.87,71.8314,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2012,71.0345,70.0545,71.9892,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2013,70.3496,69.3446,71.3289,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2000,59.0141,57.7145,60.2885,2000-2015,0.5568,0.4837,0.6299,Trend is Rising
Female,Black (includes Hispanic),Ages 40-64,5 years,2001,59.575,58.2996,60.8255,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2002,60.627,59.392,61.8374,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2003,59.2987,58.076,60.4989,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2004,60.6251,59.4362,61.7912,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2005,61.7678,60.547,62.9631,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2006,62.8028,61.6451,63.9364,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2007,63.1481,62.0166,64.2563,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2008,63.4734,62.3452,64.5781,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2009,65.367,64.2924,66.4182,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2010,64.3189,63.2253,65.3895,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2011,64.6824,63.613,65.7294,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 40-64,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2000,66.8169,64.9868,68.5756,2000-2015,0.6192,0.545,0.6935,Trend is Rising
Female,Black (includes Hispanic),Ages 65-74,1 year,2001,67.1471,65.334,68.8891,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2002,69.4285,67.6621,71.12,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2003,68.8859,67.1308,70.5688,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2004,69.7246,67.9673,71.4068,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2005,71.2351,69.4631,72.9252,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2006,72.22,70.5331,73.829,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2007,72.578,70.952,74.1303,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2008,72.7409,71.0919,74.3135,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2009,73.307,71.75,74.794,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2010,73.755,72.2146,75.2253,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2011,75.5972,74.102,77.0199,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2012,76.7499,75.299,78.1285,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2013,76.0102,74.57,77.3817,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2014,76.6181,75.2085,77.9597,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2015,76.1179,74.7502,77.4231,,,,,
Female,Black (includes Hispanic),Ages 65-74,1 year,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2000,51.6806,49.6649,53.6567,2000-2015,0.8301,0.7314,0.9287,Trend is Rising
Female,Black (includes Hispanic),Ages 65-74,3 years,2001,53.5153,51.5106,55.476,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2002,54.0651,52.0851,56.0007,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2003,53.7115,51.7555,55.6251,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2004,55.4286,53.4583,57.3514,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2005,56.5388,54.5322,58.4931,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2006,58.4872,56.5638,60.3575,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2007,58.7316,56.8743,60.5387,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2008,59.8933,58.0099,61.722,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2009,60.1248,58.3393,61.8605,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2010,60.672,58.9007,62.393,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2011,61.3055,59.5508,63.0093,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2012,62.4891,60.7641,64.1621,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2013,63.1558,61.4567,64.8027,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,3 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2000,45.4605,43.3627,47.5327,2000-2015,0.8932,0.7874,0.9989,Trend is Rising
Female,Black (includes Hispanic),Ages 65-74,5 years,2001,48.6054,46.4977,50.6785,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2002,47.5976,45.5289,49.6355,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2003,47.1394,45.1015,49.1487,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2004,49.5916,47.5251,51.6221,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2005,50.9877,48.8777,53.0562,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2006,51.9036,49.8756,53.8909,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2007,53.874,51.9091,55.7956,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2008,52.7401,50.7482,54.6905,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2009,54.8958,53.0004,56.7485,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2010,54.9238,53.0381,56.7673,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2011,54.9316,53.0533,56.7679,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2012,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2013,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2014,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2015,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 65-74,5 years,2016,-,-,-,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2000,57.0691,55.1476,58.9413,2000-2015,0.3068,0.2109,0.4027,Trend is Rising
Female,Black (includes Hispanic),Ages 75+,1 year,2001,56.0859,54.1342,57.9892,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2002,56.2971,54.3718,58.1749,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2003,56.6265,54.6938,58.5104,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2004,56.0525,54.1453,57.9136,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2005,56.4249,54.4403,58.3587,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2006,54.8769,52.964,56.7464,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2007,56.7831,54.8753,58.6429,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2008,58.5037,56.6389,60.3185,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2009,59.4066,57.5148,61.2446,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2010,57.7687,55.8974,59.5915,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2011,60.5016,58.6426,62.3057,,,,,
Female,Black (includes Hispanic),Ages 75+,1 year,2012,61.6137,59.7491,63.4201,,,,,
