Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2012,566.5497,557.4548,575.7565,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2013,556.5561,547.5753,565.6481,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2014,579.8783,570.7144,589.1531,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2015,571.9773,562.8854,581.1797,,,,,
Female,Black (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2016,569.1771,560.0574,578.4081,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2000,1377.5117,1338.8534,1417.0023,2000-2011,0.5946,0.304,0.886,Trend is Rising
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2001,1385.6278,1347.1361,1424.9395,2011-2016,-1.0152,-1.8332,-0.1902,Trend is Falling
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2002,1411.1551,1372.5646,1450.5545,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2003,1402.1304,1364.0313,1441.0231,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2004,1373.5682,1336.1938,1411.7222,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2005,1418.193,1379.5179,1457.6765,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2006,1405.8221,1368.6256,1443.7726,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2007,1447.0963,1409.8083,1485.1204,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2008,1421.5157,1385.0908,1458.6553,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2009,1480.2752,1443.6499,1517.5935,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2010,1442.411,1406.8273,1478.6665,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2011,1485.1168,1449.5691,1521.3157,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2012,1450.1674,1415.8418,1485.1138,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2013,1429.2292,1396.0175,1463.0307,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2014,1406.4001,1374.2314,1439.1309,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2015,1428.9036,1397.228,1461.1154,,,,,
Female,Black (includes Hispanic),Ages 65-74,Observed Rates,2016,1390.1753,1359.5776,1421.287,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2000,1377.5117,1338.8534,1417.0023,2000-2016,0.4216,0.24,0.6035,Trend is Rising
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2001,1385.6278,1347.1361,1424.9395,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2002,1411.1551,1372.5646,1450.5545,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2003,1402.1304,1364.0313,1441.0231,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2004,1373.5682,1336.1938,1411.7222,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2005,1418.193,1379.5179,1457.6765,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2006,1405.8221,1368.6256,1443.7726,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2007,1447.0963,1409.8083,1485.1204,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2008,1425.9527,1389.414,1463.2075,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2009,1489.5824,1452.7264,1527.1344,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2010,1456.1649,1420.2414,1492.7645,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2011,1503.6159,1467.6242,1540.264,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2012,1472.8169,1437.9532,1508.3076,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2013,1455.628,1421.8003,1490.0527,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2014,1440.6502,1407.6949,1474.1766,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2015,1475.8646,1443.1442,1509.1328,,,,,
Female,Black (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2016,1464.9418,1432.6909,1497.725,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2000,1832.3331,1783.5348,1882.1254,2000-2009,-0.1196,-0.4335,0.1953,Stable
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2001,1787.1651,1739.4246,1835.8819,2009-2016,-1.5474,-1.9746,-1.1183,Trend is Falling
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2002,1810.2244,1762.553,1858.8567,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2003,1784.5324,1737.5518,1832.4596,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2004,1817.0734,1769.9283,1865.1539,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2005,1818.2232,1770.1884,1867.2278,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2006,1781.8985,1735.7639,1828.9453,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2007,1788.2678,1742.4102,1835.0219,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2008,1820.5754,1774.6069,1867.4279,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2009,1777.6328,1732.7477,1823.3808,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2010,1767.6641,1723.3621,1812.8101,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2011,1733.6671,1690.4405,1777.7132,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2012,1696.899,1654.6686,1739.9279,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2013,1717.7104,1675.7928,1760.4048,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2014,1641.965,1601.5618,1683.1231,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2015,1626.7625,1587.2353,1667.0189,,,,,
Female,Black (includes Hispanic),Ages 75+,Observed Rates,2016,1609.8068,1571.0752,1649.2455,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2000,1832.3331,1783.5348,1882.1254,2000-2008,-0.0237,-0.4066,0.3608,Stable
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2001,1787.1651,1739.4246,1835.8819,2008-2016,-0.897,-1.2543,-0.5384,Trend is Falling
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2002,1810.2244,1762.553,1858.8567,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2003,1784.5324,1737.5518,1832.4596,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2004,1817.0734,1769.9283,1865.1539,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2005,1818.2232,1770.1884,1867.2278,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2006,1781.8985,1735.7639,1828.9453,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2007,1788.2678,1742.4102,1835.0219,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2008,1826.2649,1780.1527,1873.263,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2009,1788.6707,1743.5062,1834.7017,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2010,1784.3852,1739.6636,1829.956,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2011,1755.6168,1711.8413,1800.2188,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2012,1723.043,1680.1592,1766.7335,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2013,1749.9799,1707.2705,1793.4759,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2014,1681.906,1640.5153,1724.0636,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2015,1681.1786,1640.324,1722.7785,,,,,
Female,Black (includes Hispanic),Ages 75+,Delay-adjusted Rates,2016,1697.7191,1656.8633,1739.3076,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2000,10.941,9.6357,12.3733,2000-2004,4.5203,2.5004,6.5801,Trend is Rising
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2001,11.6493,10.3072,13.1174,2004-2010,-0.7747,-2.0736,0.5415,Stable
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2002,11.9102,10.557,13.3892,2010-2013,5.6371,-0.1308,11.738,Stable
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2003,12.2689,10.8914,13.7727,2013-2016,-5.1596,-7.8589,-2.3813,Trend is Falling
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2004,13.5814,12.1321,15.1566,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2005,12.7933,11.3513,14.3685,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2006,12.582,11.1914,14.0985,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2007,12.8028,11.3985,14.3326,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2008,12.7065,11.3107,14.2272,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2009,12.8846,11.485,14.4083,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2010,12.1446,10.7824,13.6314,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2011,13.104,11.6842,14.6489,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2012,14.8137,13.2948,16.4587,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2013,14.3553,12.8585,15.9787,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2014,13.8933,12.4167,15.4971,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2015,12.8357,11.4145,14.3848,,,,,
Female,Black (includes Hispanic),Ages < 20,Observed Rates,2016,12.8664,11.4442,14.4165,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2000,10.941,9.6357,12.3733,2000-2004,4.4636,2.2185,6.758,Trend is Rising
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2001,11.6493,10.3072,13.1174,2004-2010,-0.6274,-2.0745,0.8411,Stable
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2002,11.9102,10.557,13.3892,2010-2013,5.9383,-0.4811,12.7719,Stable
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2003,12.2689,10.8914,13.7727,2013-2016,-4.3313,-7.3579,-1.2058,Trend is Falling
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2004,13.5814,12.1321,15.1566,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2005,12.7933,11.3513,14.3685,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2006,12.582,11.1914,14.0985,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2007,12.8028,11.3985,14.3326,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2008,12.742,11.3423,14.2669,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2009,12.9626,11.5545,14.4952,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2010,12.2504,10.8763,13.7498,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2011,13.2571,11.8206,14.8196,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2012,15.0213,13.4811,16.6886,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2013,14.6067,13.0836,16.2577,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2014,14.2144,12.7036,15.8544,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2015,13.2006,11.7389,14.7925,,,,,
Female,Black (includes Hispanic),Ages < 20,Delay-adjusted Rates,2016,13.4721,11.9827,15.0931,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2000,330.338,325.1121,335.621,2000-2016,0.1252,-0.0052,0.2558,Stable
Female,Hispanic (any race),All Ages,Observed Rates,2001,327.7152,322.6209,332.8642,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2002,330.7753,325.7829,335.8197,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2003,329.6016,324.7406,334.5121,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2004,333.7978,329.0141,338.6289,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2005,332.1024,327.4455,336.8047,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2006,324.6116,320.1152,329.1513,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2007,329.274,324.8537,333.7356,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2008,337.8391,333.4603,342.2576,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2009,333.4078,329.1668,337.6866,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2010,325.8548,321.7542,329.9916,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2011,333.8451,329.786,337.939,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2012,331.0231,327.087,334.9923,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2013,335.9047,332.0203,339.821,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2014,336.1294,332.3344,339.9549,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2015,341.1887,337.4487,344.9581,,,,,
Female,Hispanic (any race),All Ages,Observed Rates,2016,330.6843,327.0761,334.3207,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2000,330.338,325.1121,335.621,2000-2016,0.2974,0.1565,0.4385,Trend is Rising
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2001,327.7152,322.6209,332.8642,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2002,330.7753,325.7829,335.8197,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2003,329.6016,324.7406,334.5121,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2004,333.7978,329.0141,338.6289,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2005,332.1024,327.4455,336.8047,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2006,324.6116,320.1152,329.1513,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2007,329.274,324.8537,333.7356,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2008,338.3345,333.9494,342.7593,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2009,334.4034,330.1501,338.6947,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2010,327.3125,323.194,331.4674,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2011,335.9039,331.8202,340.0224,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2012,333.6017,329.6353,337.6013,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2013,339.0529,335.1324,343.0054,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2014,340.8908,337.0422,344.7703,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2015,348.3655,344.5462,352.2146,,,,,
Female,Hispanic (any race),All Ages,Delay-adjusted Rates,2016,342.3773,338.639,346.1445,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2000,98.678,96.0904,101.3131,2000-2003,-1.5698,-4.6941,1.6568,Stable
Female,Hispanic (any race),Ages < 50,Observed Rates,2001,96.1312,93.6319,98.6763,2003-2016,1.19,0.8993,1.4815,Trend is Rising
Female,Hispanic (any race),Ages < 50,Observed Rates,2002,94.3258,91.9071,96.7883,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2003,94.2004,91.8319,96.6111,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2004,95.4872,93.1463,97.8688,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2005,97.5517,95.2213,99.9218,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2006,94.4937,92.2377,96.7882,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2007,98.4193,96.1481,100.7279,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2008,101.595,99.3231,103.9034,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2009,100.8148,98.581,103.084,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2010,98.6437,96.4586,100.8635,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2011,102.0211,99.8201,104.2562,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2012,102.6888,100.5042,104.9069,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2013,103.6735,101.4917,105.8884,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2014,107.8038,105.5956,110.0447,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2015,110.573,108.3521,112.8261,,,,,
Female,Hispanic (any race),Ages < 50,Observed Rates,2016,108.7419,106.5541,110.9617,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2000,98.678,96.0904,101.3131,2000-2003,-1.8126,-5.1842,1.6789,Stable
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2001,96.1312,93.6319,98.6763,2003-2016,1.3939,1.0783,1.7104,Trend is Rising
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2002,94.3258,91.9071,96.7883,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2003,94.2004,91.8319,96.6111,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2004,95.4872,93.1463,97.8688,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2005,97.5517,95.2213,99.9218,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2006,94.4937,92.2377,96.7882,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2007,98.4193,96.1481,100.7279,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2008,101.7601,99.4845,104.0722,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2009,101.1554,98.9141,103.4323,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2010,99.1424,96.9463,101.3734,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2011,102.7296,100.5133,104.9802,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2012,103.5833,101.3796,105.8207,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2013,104.743,102.5385,106.9808,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2014,109.3928,107.1517,111.6668,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2015,112.8444,110.5777,115.1439,,,,,
Female,Hispanic (any race),Ages < 50,Delay-adjusted Rates,2016,112.1492,109.8922,114.4388,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2000,608.3587,591.5745,625.4982,2000-2016,0.4427,0.2219,0.6639,Trend is Rising
Female,Hispanic (any race),Ages 50-64,Observed Rates,2001,585.9194,569.8679,602.3082,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2002,609.3811,593.4404,625.6413,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2003,604.0429,588.603,619.785,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2004,608.7959,593.708,624.1701,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2005,600.7193,586.0975,615.6134,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2006,599.3658,585.1814,613.8069,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2007,603.8982,590.0647,617.974,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2008,611.817,598.2689,625.5944,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2009,615.5035,602.288,628.9358,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2010,589.4926,576.9406,602.2489,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2011,602.9496,590.5629,615.5306,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2012,624.4708,612.1312,636.9965,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2013,623.5196,611.4468,635.7707,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2014,635.4463,623.5139,647.5496,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2015,651.7835,639.9369,663.7942,,,,,
Female,Hispanic (any race),Ages 50-64,Observed Rates,2016,633.984,622.5112,645.6151,,,,,
Female,Hispanic (any race),Ages 50-64,Delay-adjusted Rates,2000,608.3587,591.5745,625.4982,2000-2010,0.037,-0.3143,0.3896,Stable
Female,Hispanic (any race),Ages 50-64,Delay-adjusted Rates,2001,585.9194,569.8679,602.3082,2010-2016,1.5856,0.9799,2.1949,Trend is Rising
Female,Hispanic (any race),Ages 50-64,Delay-adjusted Rates,2002,609.3811,593.4404,625.6413,,,,,
