Sex,Race/Ethnicity,Age,Stage at Diagnosis,Survival Time,Survival Rate (%),Survival Rate Standard Error,Survival Rate Lower Confidence Interval,Survival Rate Upper Confidence Interval
Female,Non-Hispanic White,Ages 50-64,All Stages,8 years,70.2671,0.0753,70.1192,70.4145
Female,Non-Hispanic White,Ages 50-64,All Stages,9 years,69.3462,0.0788,69.1915,69.5004
Female,Non-Hispanic White,Ages 50-64,All Stages,10 years,68.5493,0.0826,68.387,68.7109
Female,Non-Hispanic White,Ages 65+,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages 65+,All Stages,1 year,71.163,0.0517,71.0615,71.2642
Female,Non-Hispanic White,Ages 65+,All Stages,2 years,64.2737,0.0574,64.1611,64.3861
Female,Non-Hispanic White,Ages 65+,All Stages,3 years,60.4818,0.0617,60.3608,60.6025
Female,Non-Hispanic White,Ages 65+,All Stages,4 years,58.0363,0.0657,57.9073,58.165
Female,Non-Hispanic White,Ages 65+,All Stages,5 years,56.1423,0.07,56.005,56.2794
Female,Non-Hispanic White,Ages 65+,All Stages,6 years,54.6082,0.0747,54.4617,54.7545
Female,Non-Hispanic White,Ages 65+,All Stages,7 years,53.3168,0.0799,53.16,53.4732
Female,Non-Hispanic White,Ages 65+,All Stages,8 years,52.1189,0.0859,51.9505,52.2871
Female,Non-Hispanic White,Ages 65+,All Stages,9 years,51.0747,0.0928,50.8927,51.2563
Female,Non-Hispanic White,Ages 65+,All Stages,10 years,50.0274,0.1008,49.8296,50.2248
Female,Non-Hispanic White,Ages <15,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages <15,All Stages,1 year,93.5834,0.2471,93.081,94.0505
Female,Non-Hispanic White,Ages <15,All Stages,2 years,89.3495,0.3137,88.7178,89.9479
Female,Non-Hispanic White,Ages <15,All Stages,3 years,87.4275,0.3403,86.744,88.0783
Female,Non-Hispanic White,Ages <15,All Stages,4 years,86.2576,0.3565,85.5423,86.9403
Female,Non-Hispanic White,Ages <15,All Stages,5 years,85.208,0.3717,84.4629,85.9204
Female,Non-Hispanic White,Ages <15,All Stages,6 years,84.4412,0.3836,83.6729,85.1767
Female,Non-Hispanic White,Ages <15,All Stages,7 years,83.9865,0.3913,83.2028,84.737
Female,Non-Hispanic White,Ages <15,All Stages,8 years,83.3731,0.4026,82.567,84.1456
Female,Non-Hispanic White,Ages <15,All Stages,9 years,83.1411,0.4077,82.3249,83.9234
Female,Non-Hispanic White,Ages <15,All Stages,10 years,82.769,0.4169,81.9345,83.5689
Female,Non-Hispanic White,Ages 15-39,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages 15-39,All Stages,1 year,96.311,0.0588,96.194,96.4244
Female,Non-Hispanic White,Ages 15-39,All Stages,2 years,93.23,0.0793,93.0729,93.3836
Female,Non-Hispanic White,Ages 15-39,All Stages,3 years,91.111,0.0912,90.9306,91.288
Female,Non-Hispanic White,Ages 15-39,All Stages,4 years,89.4567,0.1,89.259,89.6509
Female,Non-Hispanic White,Ages 15-39,All Stages,5 years,88.2473,0.1065,88.0368,88.4543
Female,Non-Hispanic White,Ages 15-39,All Stages,6 years,87.2307,0.1122,87.009,87.449
Female,Non-Hispanic White,Ages 15-39,All Stages,7 years,86.3611,0.1175,86.129,86.5896
Female,Non-Hispanic White,Ages 15-39,All Stages,8 years,85.6005,0.1225,85.3585,85.8388
Female,Non-Hispanic White,Ages 15-39,All Stages,9 years,84.9092,0.1276,84.6572,85.1575
Female,Non-Hispanic White,Ages 15-39,All Stages,10 years,84.303,0.1328,84.0408,84.5612
Female,Non-Hispanic White,Ages 40-64,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages 40-64,All Stages,1 year,88.883,0.0373,88.8097,88.9559
Female,Non-Hispanic White,Ages 40-64,All Stages,2 years,83.5595,0.0447,83.4717,83.6469
Female,Non-Hispanic White,Ages 40-64,All Stages,3 years,80.2995,0.0489,80.2035,80.3952
Female,Non-Hispanic White,Ages 40-64,All Stages,4 years,78.0559,0.052,77.9538,78.1575
Female,Non-Hispanic White,Ages 40-64,All Stages,5 years,76.3117,0.0546,76.2045,76.4185
Female,Non-Hispanic White,Ages 40-64,All Stages,6 years,74.9459,0.057,74.834,75.0574
Female,Non-Hispanic White,Ages 40-64,All Stages,7 years,73.8264,0.0593,73.71,73.9425
Female,Non-Hispanic White,Ages 40-64,All Stages,8 years,72.83,0.0618,72.7087,72.9509
Female,Non-Hispanic White,Ages 40-64,All Stages,9 years,71.9212,0.0645,71.7945,72.0474
Female,Non-Hispanic White,Ages 40-64,All Stages,10 years,71.1525,0.0674,71.0201,71.2844
Female,Non-Hispanic White,Ages 65-74,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages 65-74,All Stages,1 year,78.8856,0.0675,78.753,79.0175
Female,Non-Hispanic White,Ages 65-74,All Stages,2 years,72.0722,0.0763,71.9223,72.2214
Female,Non-Hispanic White,Ages 65-74,All Stages,3 years,68.1145,0.082,67.9535,68.2749
Female,Non-Hispanic White,Ages 65-74,All Stages,4 years,65.4939,0.0867,65.3236,65.6636
Female,Non-Hispanic White,Ages 65-74,All Stages,5 years,63.486,0.0914,63.3065,63.6648
Female,Non-Hispanic White,Ages 65-74,All Stages,6 years,61.8131,0.0964,61.624,62.0017
Female,Non-Hispanic White,Ages 65-74,All Stages,7 years,60.4039,0.1018,60.2041,60.603
Female,Non-Hispanic White,Ages 65-74,All Stages,8 years,59.0408,0.108,58.8289,59.2521
Female,Non-Hispanic White,Ages 65-74,All Stages,9 years,57.9231,0.115,57.6973,58.1481
Female,Non-Hispanic White,Ages 65-74,All Stages,10 years,56.8648,0.1234,56.6227,57.1062
Female,Non-Hispanic White,Ages 75+,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages 75+,All Stages,1 year,64.8157,0.0748,64.6689,64.9621
Female,Non-Hispanic White,Ages 75+,All Stages,2 years,57.8298,0.0826,57.6677,57.9914
Female,Non-Hispanic White,Ages 75+,All Stages,3 years,54.1556,0.0892,53.9805,54.3303
Female,Non-Hispanic White,Ages 75+,All Stages,4 years,51.8432,0.0962,51.6545,52.0316
Female,Non-Hispanic White,Ages 75+,All Stages,5 years,50.0263,0.1039,49.8225,50.2297
Female,Non-Hispanic White,Ages 75+,All Stages,6 years,48.5964,0.1127,48.3754,48.817
Female,Non-Hispanic White,Ages 75+,All Stages,7 years,47.3901,0.1228,47.1491,47.6306
Female,Non-Hispanic White,Ages 75+,All Stages,8 years,46.3321,0.1348,46.0677,46.5962
Female,Non-Hispanic White,Ages 75+,All Stages,9 years,45.3232,0.1491,45.0307,45.6152
Female,Non-Hispanic White,Ages 75+,All Stages,10 years,44.2214,0.1663,43.8951,44.5471
Female,Non-Hispanic White,Ages < 20,All Stages,Diagnosis,100,-,-,-
Female,Non-Hispanic White,Ages < 20,All Stages,1 year,94.5239,0.1846,94.1502,94.8744
Female,Non-Hispanic White,Ages < 20,All Stages,2 years,90.5615,0.2393,90.0813,91.0197
Female,Non-Hispanic White,Ages < 20,All Stages,3 years,88.6347,0.2625,88.1093,89.1384
Female,Non-Hispanic White,Ages < 20,All Stages,4 years,87.4195,0.2769,86.8658,87.9515
Female,Non-Hispanic White,Ages < 20,All Stages,5 years,86.5071,0.2883,85.9312,87.0613
Female,Non-Hispanic White,Ages < 20,All Stages,6 years,85.7831,0.2978,85.1883,86.356
Female,Non-Hispanic White,Ages < 20,All Stages,7 years,85.297,0.3049,84.6882,85.8837
Female,Non-Hispanic White,Ages < 20,All Stages,8 years,84.8352,0.3124,84.2117,85.4363
Female,Non-Hispanic White,Ages < 20,All Stages,9 years,84.5587,0.3176,83.9247,85.1699
Female,Non-Hispanic White,Ages < 20,All Stages,10 years,84.1515,0.3262,83.5005,84.7793
Female,White (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),All Ages,All Stages,1 year,80.6554,0.0295,80.5974,80.7131
Female,White (includes Hispanic),All Ages,All Stages,2 years,74.658,0.0336,74.5921,74.7237
Female,White (includes Hispanic),All Ages,All Stages,3 years,71.1794,0.0362,71.1085,71.2502
Female,White (includes Hispanic),All Ages,All Stages,4 years,68.8538,0.0383,68.7787,68.9288
Female,White (includes Hispanic),All Ages,All Stages,5 years,67.0562,0.0403,66.977,67.1351
Female,White (includes Hispanic),All Ages,All Stages,6 years,65.6225,0.0424,65.5393,65.7055
Female,White (includes Hispanic),All Ages,All Stages,7 years,64.4351,0.0445,64.3478,64.5223
Female,White (includes Hispanic),All Ages,All Stages,8 years,63.3714,0.0468,63.2795,63.4631
Female,White (includes Hispanic),All Ages,All Stages,9 years,62.4255,0.0494,62.3286,62.5222
Female,White (includes Hispanic),All Ages,All Stages,10 years,61.5697,0.0523,61.4671,61.672
Female,White (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages < 50,All Stages,1 year,94.0988,0.038,94.0239,94.1729
Female,White (includes Hispanic),Ages < 50,All Stages,2 years,90.0736,0.0489,89.9773,90.1689
Female,White (includes Hispanic),Ages < 50,All Stages,3 years,87.4326,0.055,87.3243,87.54
Female,White (includes Hispanic),Ages < 50,All Stages,4 years,85.5376,0.0594,85.4208,85.6535
Female,White (includes Hispanic),Ages < 50,All Stages,5 years,84.0497,0.0629,83.9261,84.1724
Female,White (includes Hispanic),Ages < 50,All Stages,6 years,82.8259,0.0659,82.6962,82.9547
Female,White (includes Hispanic),Ages < 50,All Stages,7 years,81.8105,0.0688,81.6753,81.9448
Female,White (includes Hispanic),Ages < 50,All Stages,8 years,80.8857,0.0716,80.7449,81.0257
Female,White (includes Hispanic),Ages < 50,All Stages,9 years,80.054,0.0746,79.9074,80.1997
Female,White (includes Hispanic),Ages < 50,All Stages,10 years,79.3633,0.0775,79.2109,79.5148
Female,White (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages 50-64,All Stages,1 year,87.0917,0.0435,87.0062,87.1766
Female,White (includes Hispanic),Ages 50-64,All Stages,2 years,81.2575,0.0515,81.1563,81.3582
Female,White (includes Hispanic),Ages 50-64,All Stages,3 years,77.7316,0.0561,77.6213,77.8413
Female,White (includes Hispanic),Ages 50-64,All Stages,4 years,75.3085,0.0595,75.1916,75.4249
Female,White (includes Hispanic),Ages 50-64,All Stages,5 years,73.4249,0.0625,73.3022,73.5472
Female,White (includes Hispanic),Ages 50-64,All Stages,6 years,71.9665,0.0653,71.8384,72.0942
Female,White (includes Hispanic),Ages 50-64,All Stages,7 years,70.7813,0.068,70.6478,70.9144
Female,White (includes Hispanic),Ages 50-64,All Stages,8 years,69.7386,0.0709,69.5993,69.8774
Female,White (includes Hispanic),Ages 50-64,All Stages,9 years,68.7938,0.0742,68.6481,68.939
Female,White (includes Hispanic),Ages 50-64,All Stages,10 years,67.9715,0.0778,67.8186,68.1238
Female,White (includes Hispanic),Ages 65+,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages 65+,All Stages,1 year,70.9212,0.0494,70.8242,71.0178
Female,White (includes Hispanic),Ages 65+,All Stages,2 years,63.9456,0.0547,63.8382,64.0527
Female,White (includes Hispanic),Ages 65+,All Stages,3 years,60.0905,0.0587,59.9754,60.2055
Female,White (includes Hispanic),Ages 65+,All Stages,4 years,57.5921,0.0625,57.4695,57.7145
Female,White (includes Hispanic),Ages 65+,All Stages,5 years,55.6589,0.0665,55.5285,55.7891
Female,White (includes Hispanic),Ages 65+,All Stages,6 years,54.0841,0.0709,53.9452,54.2229
Female,White (includes Hispanic),Ages 65+,All Stages,7 years,52.7456,0.0757,52.597,52.8939
Female,White (includes Hispanic),Ages 65+,All Stages,8 years,51.5217,0.0813,51.3622,51.6809
Female,White (includes Hispanic),Ages 65+,All Stages,9 years,50.4372,0.0877,50.2651,50.609
Female,White (includes Hispanic),Ages 65+,All Stages,10 years,49.3696,0.0953,49.1828,49.5562
Female,White (includes Hispanic),Ages <15,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages <15,All Stages,1 year,93.0631,0.2046,92.6508,93.4531
Female,White (includes Hispanic),Ages <15,All Stages,2 years,88.3784,0.2607,87.8568,88.8791
Female,White (includes Hispanic),Ages <15,All Stages,3 years,86.2604,0.2829,85.6955,86.8047
Female,White (includes Hispanic),Ages <15,All Stages,4 years,84.8369,0.2978,84.243,85.4105
Female,White (includes Hispanic),Ages <15,All Stages,5 years,83.7427,0.3097,83.1254,84.3396
Female,White (includes Hispanic),Ages <15,All Stages,6 years,82.9841,0.3187,82.3491,83.5985
Female,White (includes Hispanic),Ages <15,All Stages,7 years,82.4971,0.3251,81.8495,83.1239
Female,White (includes Hispanic),Ages <15,All Stages,8 years,81.9405,0.3331,81.277,82.583
Female,White (includes Hispanic),Ages <15,All Stages,9 years,81.6284,0.3385,80.9543,82.2813
Female,White (includes Hispanic),Ages <15,All Stages,10 years,81.1997,0.3466,80.5094,81.8683
Female,White (includes Hispanic),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages 15-39,All Stages,1 year,95.711,0.055,95.6019,95.8174
Female,White (includes Hispanic),Ages 15-39,All Stages,2 years,92.2484,0.0736,92.1029,92.3914
Female,White (includes Hispanic),Ages 15-39,All Stages,3 years,89.8968,0.0843,89.7303,90.0607
Female,White (includes Hispanic),Ages 15-39,All Stages,4 years,88.1529,0.0919,87.9715,88.3317
Female,White (includes Hispanic),Ages 15-39,All Stages,5 years,86.8513,0.0977,86.6586,87.0415
Female,White (includes Hispanic),Ages 15-39,All Stages,6 years,85.7696,0.1027,85.5669,85.9697
Female,White (includes Hispanic),Ages 15-39,All Stages,7 years,84.8565,0.1074,84.6448,85.0656
Female,White (includes Hispanic),Ages 15-39,All Stages,8 years,84.0542,0.1118,83.8337,84.2721
Female,White (includes Hispanic),Ages 15-39,All Stages,9 years,83.3427,0.1163,83.1133,83.5693
Female,White (includes Hispanic),Ages 15-39,All Stages,10 years,82.7016,0.121,82.4631,82.9373
Female,White (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages 40-64,All Stages,1 year,88.8077,0.0347,88.7395,88.8754
Female,White (includes Hispanic),Ages 40-64,All Stages,2 years,83.4032,0.0416,83.3215,83.4845
Female,White (includes Hispanic),Ages 40-64,All Stages,3 years,80.0739,0.0456,79.9845,80.163
Female,White (includes Hispanic),Ages 40-64,All Stages,4 years,77.7712,0.0484,77.6761,77.8659
Female,White (includes Hispanic),Ages 40-64,All Stages,5 years,75.967,0.0509,75.867,76.0666
Female,White (includes Hispanic),Ages 40-64,All Stages,6 years,74.5478,0.0532,74.4435,74.6519
Female,White (includes Hispanic),Ages 40-64,All Stages,7 years,73.3886,0.0554,73.2799,73.497
Female,White (includes Hispanic),Ages 40-64,All Stages,8 years,72.3564,0.0577,72.2432,72.4694
Female,White (includes Hispanic),Ages 40-64,All Stages,9 years,71.4186,0.0603,71.3003,71.5365
Female,White (includes Hispanic),Ages 40-64,All Stages,10 years,70.6255,0.063,70.5018,70.7488
Female,White (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages 65-74,All Stages,1 year,78.652,0.0642,78.5259,78.7775
Female,White (includes Hispanic),Ages 65-74,All Stages,2 years,71.7692,0.0725,71.6268,71.911
Female,White (includes Hispanic),Ages 65-74,All Stages,3 years,67.7722,0.0778,67.6194,67.9245
Female,White (includes Hispanic),Ages 65-74,All Stages,4 years,65.1144,0.0823,64.9529,65.2755
Female,White (includes Hispanic),Ages 65-74,All Stages,5 years,63.0761,0.0867,62.906,63.2458
Female,White (includes Hispanic),Ages 65-74,All Stages,6 years,61.3609,0.0913,61.1816,61.5396
Female,White (includes Hispanic),Ages 65-74,All Stages,7 years,59.9278,0.0964,59.7385,60.1164
Female,White (includes Hispanic),Ages 65-74,All Stages,8 years,58.5361,0.1022,58.3354,58.7362
Female,White (includes Hispanic),Ages 65-74,All Stages,9 years,57.3874,0.1089,57.1737,57.6004
Female,White (includes Hispanic),Ages 65-74,All Stages,10 years,56.2989,0.1167,56.0698,56.5273
Female,White (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages 75+,All Stages,1 year,64.4046,0.0718,64.2636,64.5452
Female,White (includes Hispanic),Ages 75+,All Stages,2 years,57.3161,0.0791,57.1608,57.471
Female,White (includes Hispanic),Ages 75+,All Stages,3 years,53.5602,0.0853,53.3928,53.7273
Female,White (includes Hispanic),Ages 75+,All Stages,4 years,51.1828,0.0918,51.0027,51.3625
Female,White (includes Hispanic),Ages 75+,All Stages,5 years,49.3193,0.099,49.1252,49.5132
Female,White (includes Hispanic),Ages 75+,All Stages,6 years,47.8519,0.1072,47.6416,48.0618
Female,White (includes Hispanic),Ages 75+,All Stages,7 years,46.5736,0.1167,46.3447,46.8022
Female,White (includes Hispanic),Ages 75+,All Stages,8 years,45.4943,0.1279,45.2434,45.7448
Female,White (includes Hispanic),Ages 75+,All Stages,9 years,44.4327,0.1413,44.1556,44.7094
Female,White (includes Hispanic),Ages 75+,All Stages,10 years,43.3217,0.1575,43.0129,43.6301
Female,White (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Female,White (includes Hispanic),Ages < 20,All Stages,1 year,93.7721,0.1598,93.4512,94.0777
Female,White (includes Hispanic),Ages < 20,All Stages,2 years,89.4452,0.2053,89.0356,89.8404
Female,White (includes Hispanic),Ages < 20,All Stages,3 years,87.3012,0.2249,86.8533,87.7349
Female,White (includes Hispanic),Ages < 20,All Stages,4 years,85.8691,0.2378,85.3959,86.3283
Female,White (includes Hispanic),Ages < 20,All Stages,5 years,84.8647,0.2473,84.3728,85.3424
Female,White (includes Hispanic),Ages < 20,All Stages,6 years,84.1347,0.2548,83.6282,84.6271
Female,White (includes Hispanic),Ages < 20,All Stages,7 years,83.6333,0.2605,83.1156,84.1368
Female,White (includes Hispanic),Ages < 20,All Stages,8 years,83.15,0.2666,82.6202,83.6654
Female,White (includes Hispanic),Ages < 20,All Stages,9 years,82.8429,0.2712,82.3039,83.3672
Female,White (includes Hispanic),Ages < 20,All Stages,10 years,82.4187,0.2783,81.8657,82.9567
Male,All Races (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Male,All Races (includes Hispanic),All Ages,All Stages,1 year,78.8744,0.027,78.8215,78.9271
Male,All Races (includes Hispanic),All Ages,All Stages,2 years,72.5911,0.0306,72.531,72.651
Male,All Races (includes Hispanic),All Ages,All Stages,3 years,69.4519,0.033,69.3873,69.5165
Male,All Races (includes Hispanic),All Ages,All Stages,4 years,67.475,0.035,67.4064,67.5436
Male,All Races (includes Hispanic),All Ages,All Stages,5 years,66.0503,0.037,65.9777,66.1228
Male,All Races (includes Hispanic),All Ages,All Stages,6 years,64.8969,0.0391,64.8201,64.9735
Male,All Races (includes Hispanic),All Ages,All Stages,7 years,63.9066,0.0415,63.8253,63.9878
Male,All Races (includes Hispanic),All Ages,All Stages,8 years,63.0642,0.044,62.9779,63.1504
Male,All Races (includes Hispanic),All Ages,All Stages,9 years,62.3075,0.0469,62.2155,62.3994
Male,All Races (includes Hispanic),All Ages,All Stages,10 years,61.5743,0.0503,61.4758,61.6727
Male,All Races (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Male,All Races (includes Hispanic),Ages < 50,All Stages,1 year,86.3969,0.0603,86.2782,86.5146
Male,All Races (includes Hispanic),Ages < 50,All Stages,2 years,80.0319,0.0712,79.8919,80.171
Male,All Races (includes Hispanic),Ages < 50,All Stages,3 years,76.655,0.0764,76.5048,76.8043
Male,All Races (includes Hispanic),Ages < 50,All Stages,4 years,74.5359,0.0798,74.379,74.6919
Male,All Races (includes Hispanic),Ages < 50,All Stages,5 years,73.0458,0.0825,72.8837,73.2072
Male,All Races (includes Hispanic),Ages < 50,All Stages,6 years,71.8445,0.085,71.6775,72.0107
Male,All Races (includes Hispanic),Ages < 50,All Stages,7 years,70.8807,0.0874,70.7091,71.0515
Male,All Races (includes Hispanic),Ages < 50,All Stages,8 years,70.0056,0.0899,69.8291,70.1813
Male,All Races (includes Hispanic),Ages < 50,All Stages,9 years,69.2333,0.0925,69.0516,69.4143
Male,All Races (includes Hispanic),Ages < 50,All Stages,10 years,68.574,0.0954,68.3866,68.7605
Male,All Races (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Male,All Races (includes Hispanic),Ages 50-64,All Stages,1 year,81.8188,0.0415,81.7373,81.8999
Male,All Races (includes Hispanic),Ages 50-64,All Stages,2 years,75.2545,0.0474,75.1614,75.3473
Male,All Races (includes Hispanic),Ages 50-64,All Stages,3 years,72.0398,0.0505,71.9407,72.1387
