Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Female,Non-Hispanic White,Ages <15,2001,2.4715,2.2463,2.7132,,,,,
Female,Non-Hispanic White,Ages <15,2002,2.2651,2.0489,2.498,,,,,
Female,Non-Hispanic White,Ages <15,2003,2.347,2.1258,2.5849,,,,,
Female,Non-Hispanic White,Ages <15,2004,2.183,1.9683,2.4148,,,,,
Female,Non-Hispanic White,Ages <15,2005,2.1861,1.9702,2.4192,,,,,
Female,Non-Hispanic White,Ages <15,2006,2.0631,1.8522,2.2915,,,,,
Female,Non-Hispanic White,Ages <15,2007,2.3585,2.1318,2.6027,,,,,
Female,Non-Hispanic White,Ages <15,2008,2.1325,1.9163,2.3663,,,,,
Female,Non-Hispanic White,Ages <15,2009,1.8427,1.6416,2.0616,,,,,
Female,Non-Hispanic White,Ages <15,2010,1.991,1.781,2.219,,,,,
Female,Non-Hispanic White,Ages <15,2011,1.9497,1.7409,2.1767,,,,,
Female,Non-Hispanic White,Ages <15,2012,2.0129,1.7999,2.2441,,,,,
Female,Non-Hispanic White,Ages <15,2013,2.0319,1.8173,2.265,,,,,
Female,Non-Hispanic White,Ages <15,2014,1.7429,1.5436,1.9608,,,,,
Female,Non-Hispanic White,Ages <15,2015,2.0855,1.8662,2.3235,,,,,
Female,Non-Hispanic White,Ages <15,2016,1.8004,1.5963,2.0233,,,,,
Female,Non-Hispanic White,Ages 15-39,2000,11.4262,11.0683,11.7927,2000-2016,-1.5693,-1.8837,-1.2539,Trend is Falling
Female,Non-Hispanic White,Ages 15-39,2001,11.7674,11.4002,12.1436,,,,,
Female,Non-Hispanic White,Ages 15-39,2002,11.5423,11.1743,11.9193,,,,,
Female,Non-Hispanic White,Ages 15-39,2003,11.0372,10.6728,11.4109,,,,,
Female,Non-Hispanic White,Ages 15-39,2004,10.5103,10.1505,10.8795,,,,,
Female,Non-Hispanic White,Ages 15-39,2005,10.351,9.991,10.7206,,,,,
Female,Non-Hispanic White,Ages 15-39,2006,10.3001,9.939,10.6707,,,,,
Female,Non-Hispanic White,Ages 15-39,2007,9.9145,9.5586,10.2802,,,,,
Female,Non-Hispanic White,Ages 15-39,2008,9.6623,9.3092,10.0252,,,,,
Female,Non-Hispanic White,Ages 15-39,2009,10.3204,9.9523,10.6983,,,,,
Female,Non-Hispanic White,Ages 15-39,2010,9.5116,9.1555,9.8778,,,,,
Female,Non-Hispanic White,Ages 15-39,2011,9.5101,9.1506,9.8797,,,,,
Female,Non-Hispanic White,Ages 15-39,2012,9.501,9.1409,9.8713,,,,,
Female,Non-Hispanic White,Ages 15-39,2013,9.3215,8.9645,9.6887,,,,,
Female,Non-Hispanic White,Ages 15-39,2014,9.4734,9.1152,9.8419,,,,,
Female,Non-Hispanic White,Ages 15-39,2015,8.9396,8.5942,9.2952,,,,,
Female,Non-Hispanic White,Ages 15-39,2016,9.3906,9.0381,9.7531,,,,,
Female,Non-Hispanic White,Ages 40-64,2000,161.3481,159.9942,162.7107,2000-2008,-1.992,-2.165,-1.8187,Trend is Falling
Female,Non-Hispanic White,Ages 40-64,2001,159.1103,157.7811,160.4479,2008-2016,-1.2562,-1.4357,-1.0765,Trend is Falling
Female,Non-Hispanic White,Ages 40-64,2002,156.0874,154.7909,157.3922,,,,,
Female,Non-Hispanic White,Ages 40-64,2003,152.8465,151.5818,154.1193,,,,,
Female,Non-Hispanic White,Ages 40-64,2004,148.8066,147.5735,150.0475,,,,,
Female,Non-Hispanic White,Ages 40-64,2005,147.6053,146.3893,148.829,,,,,
Female,Non-Hispanic White,Ages 40-64,2006,145.2045,144.0089,146.4077,,,,,
Female,Non-Hispanic White,Ages 40-64,2007,140.7782,139.6112,141.9526,,,,,
Female,Non-Hispanic White,Ages 40-64,2008,136.9311,135.7851,138.0846,,,,,
Female,Non-Hispanic White,Ages 40-64,2009,137.4015,136.2577,138.5529,,,,,
Female,Non-Hispanic White,Ages 40-64,2010,133.7403,132.6192,134.8688,,,,,
Female,Non-Hispanic White,Ages 40-64,2011,132.1533,131.0427,133.2712,,,,,
Female,Non-Hispanic White,Ages 40-64,2012,131.0316,129.9214,132.1492,,,,,
Female,Non-Hispanic White,Ages 40-64,2013,129.6444,128.5335,130.7628,,,,,
Female,Non-Hispanic White,Ages 40-64,2014,128.7469,127.636,129.8654,,,,,
Female,Non-Hispanic White,Ages 40-64,2015,126.2136,125.1102,127.3246,,,,,
Female,Non-Hispanic White,Ages 40-64,2016,124.8493,123.7468,125.9595,,,,,
Female,Non-Hispanic White,Ages 65-74,2000,679.432,673.8004,685.0991,2000-2007,-1.2368,-1.4139,-1.0593,Trend is Falling
Female,Non-Hispanic White,Ages 65-74,2001,664.619,659.0209,670.2528,2007-2016,-1.9827,-2.1013,-1.8639,Trend is Falling
Female,Non-Hispanic White,Ages 65-74,2002,662.3519,656.7346,668.0053,,,,,
Female,Non-Hispanic White,Ages 65-74,2003,653.1084,647.5164,658.7368,,,,,
Female,Non-Hispanic White,Ages 65-74,2004,646.4428,640.8732,652.0487,,,,,
Female,Non-Hispanic White,Ages 65-74,2005,631.8181,626.313,637.3595,,,,,
Female,Non-Hispanic White,Ages 65-74,2006,629.2056,623.7303,634.7168,,,,,
Female,Non-Hispanic White,Ages 65-74,2007,620.8133,615.4179,626.2441,,,,,
Female,Non-Hispanic White,Ages 65-74,2008,608.5035,603.2436,613.7978,,,,,
Female,Non-Hispanic White,Ages 65-74,2009,593.4648,588.3396,598.6235,,,,,
Female,Non-Hispanic White,Ages 65-74,2010,586.6778,581.6356,591.7527,,,,,
Female,Non-Hispanic White,Ages 65-74,2011,574.857,569.9236,579.8223,,,,,
Female,Non-Hispanic White,Ages 65-74,2012,562.3288,557.5802,567.1076,,,,,
Female,Non-Hispanic White,Ages 65-74,2013,552.0455,547.4521,556.6677,,,,,
Female,Non-Hispanic White,Ages 65-74,2014,537.1367,532.6953,541.6058,,,,,
Female,Non-Hispanic White,Ages 65-74,2015,530.7879,526.4478,535.1548,,,,,
Female,Non-Hispanic White,Ages 65-74,2016,516.3028,512.0847,520.5468,,,,,
Female,Non-Hispanic White,Ages 75+,2000,1168.7847,1161.7911,1175.8099,2000-2006,-0.5063,-0.6954,-0.3168,Trend is Falling
Female,Non-Hispanic White,Ages 75+,2001,1157.649,1150.7064,1164.623,2006-2016,-0.8963,-0.9854,-0.8071,Trend is Falling
Female,Non-Hispanic White,Ages 75+,2002,1159.8349,1152.9035,1166.7975,,,,,
Female,Non-Hispanic White,Ages 75+,2003,1154.7637,1147.8627,1161.6957,,,,,
Female,Non-Hispanic White,Ages 75+,2004,1141.1811,1134.3208,1148.0724,,,,,
Female,Non-Hispanic White,Ages 75+,2005,1140.6825,1133.8333,1147.5627,,,,,
Female,Non-Hispanic White,Ages 75+,2006,1132.1673,1125.3428,1139.0227,,,,,
Female,Non-Hispanic White,Ages 75+,2007,1123.1533,1116.35,1129.9876,,,,,
Female,Non-Hispanic White,Ages 75+,2008,1115.2327,1108.4414,1122.0551,,,,,
Female,Non-Hispanic White,Ages 75+,2009,1097.4128,1090.6531,1104.2038,,,,,
Female,Non-Hispanic White,Ages 75+,2010,1099.5562,1092.7942,1106.3496,,,,,
Female,Non-Hispanic White,Ages 75+,2011,1082.4105,1075.7041,1089.1482,,,,,
Female,Non-Hispanic White,Ages 75+,2012,1072.7452,1066.0724,1079.4493,,,,,
Female,Non-Hispanic White,Ages 75+,2013,1057.1346,1050.5286,1063.7717,,,,,
Female,Non-Hispanic White,Ages 75+,2014,1057.5618,1050.9816,1064.1729,,,,,
Female,Non-Hispanic White,Ages 75+,2015,1046.4981,1039.9841,1053.0427,,,,,
Female,Non-Hispanic White,Ages 75+,2016,1036.2975,1029.8556,1042.7697,,,,,
Female,Non-Hispanic White,Ages < 20,2000,2.4797,2.2862,2.6852,2000-2016,-1.627,-2.0942,-1.1577,Trend is Falling
Female,Non-Hispanic White,Ages < 20,2001,2.5554,2.3581,2.7649,,,,,
Female,Non-Hispanic White,Ages < 20,2002,2.4485,2.255,2.6542,,,,,
Female,Non-Hispanic White,Ages < 20,2003,2.4414,2.2475,2.6477,,,,,
Female,Non-Hispanic White,Ages < 20,2004,2.3741,2.1823,2.5784,,,,,
Female,Non-Hispanic White,Ages < 20,2005,2.3491,2.1577,2.553,,,,,
Female,Non-Hispanic White,Ages < 20,2006,2.1466,1.9627,2.3431,,,,,
Female,Non-Hispanic White,Ages < 20,2007,2.3963,2.201,2.6042,,,,,
Female,Non-Hispanic White,Ages < 20,2008,2.2163,2.0282,2.4173,,,,,
Female,Non-Hispanic White,Ages < 20,2009,1.9766,1.7987,2.1675,,,,,
Female,Non-Hispanic White,Ages < 20,2010,2.0554,1.8726,2.2513,,,,,
Female,Non-Hispanic White,Ages < 20,2011,2.0081,1.8262,2.2032,,,,,
Female,Non-Hispanic White,Ages < 20,2012,2.1204,1.9327,2.3215,,,,,
Female,Non-Hispanic White,Ages < 20,2013,2.1424,1.9529,2.3453,,,,,
Female,Non-Hispanic White,Ages < 20,2014,1.9542,1.7729,2.1491,,,,,
Female,Non-Hispanic White,Ages < 20,2015,2.1223,1.932,2.3262,,,,,
Female,Non-Hispanic White,Ages < 20,2016,1.8946,1.7146,2.0883,,,,,
Female,White (includes Hispanic),All Ages,2000,165.9771,165.2973,166.6592,2000-2016,-1.3136,-1.3401,-1.2871,Trend is Falling
Female,White (includes Hispanic),All Ages,2001,163.7536,163.0812,164.4281,,,,,
Female,White (includes Hispanic),All Ages,2002,162.5592,161.8933,163.2273,,,,,
Female,White (includes Hispanic),All Ages,2003,160.4033,159.7458,161.063,,,,,
Female,White (includes Hispanic),All Ages,2004,157.4097,156.7614,158.0601,,,,,
Female,White (includes Hispanic),All Ages,2005,156.0351,155.393,156.6793,,,,,
Female,White (includes Hispanic),All Ages,2006,154.5171,153.8812,155.155,,,,,
Female,White (includes Hispanic),All Ages,2007,151.9069,151.2803,152.5355,,,,,
Female,White (includes Hispanic),All Ages,2008,149.3668,148.7497,149.9859,,,,,
Female,White (includes Hispanic),All Ages,2009,147.4805,146.8703,148.0928,,,,,
Female,White (includes Hispanic),All Ages,2010,145.8471,145.2444,146.4518,,,,,
Female,White (includes Hispanic),All Ages,2011,143.4459,142.8517,144.0422,,,,,
Female,White (includes Hispanic),All Ages,2012,142.0329,141.4462,142.6216,,,,,
Female,White (includes Hispanic),All Ages,2013,139.8257,139.2477,140.4056,,,,,
Female,White (includes Hispanic),All Ages,2014,138.4829,137.912,139.0556,,,,,
Female,White (includes Hispanic),All Ages,2015,136.6021,136.0394,137.1668,,,,,
Female,White (includes Hispanic),All Ages,2016,134.7197,134.1643,135.277,,,,,
Female,White (includes Hispanic),Ages < 50,2000,20.6662,20.3577,20.9783,2000-2016,-1.5557,-1.7045,-1.4066,Trend is Falling
Female,White (includes Hispanic),Ages < 50,2001,21.0751,20.7646,21.3891,,,,,
Female,White (includes Hispanic),Ages < 50,2002,20.5955,20.2894,20.9051,,,,,
Female,White (includes Hispanic),Ages < 50,2003,19.8947,19.5942,20.1988,,,,,
Female,White (includes Hispanic),Ages < 50,2004,19.3517,19.0554,19.6515,,,,,
Female,White (includes Hispanic),Ages < 50,2005,19.4756,19.1783,19.7765,,,,,
Female,White (includes Hispanic),Ages < 50,2006,19.1713,18.8757,19.4704,,,,,
Female,White (includes Hispanic),Ages < 50,2007,18.8759,18.5814,19.174,,,,,
Female,White (includes Hispanic),Ages < 50,2008,18.2168,17.9261,18.511,,,,,
Female,White (includes Hispanic),Ages < 50,2009,18.5826,18.2875,18.8813,,,,,
Female,White (includes Hispanic),Ages < 50,2010,17.6361,17.3474,17.9285,,,,,
Female,White (includes Hispanic),Ages < 50,2011,17.3009,17.0129,17.5926,,,,,
Female,White (includes Hispanic),Ages < 50,2012,17.2999,17.0102,17.5932,,,,,
Female,White (includes Hispanic),Ages < 50,2013,17.2376,16.9461,17.5328,,,,,
Female,White (includes Hispanic),Ages < 50,2014,16.9242,16.6335,17.2186,,,,,
Female,White (includes Hispanic),Ages < 50,2015,16.4452,16.1578,16.7365,,,,,
Female,White (includes Hispanic),Ages < 50,2016,16.6014,16.3122,16.8945,,,,,
Female,White (includes Hispanic),Ages 50-64,2000,248.9354,246.6649,251.2216,2000-2008,-2.2599,-2.4195,-2.1,Trend is Falling
Female,White (includes Hispanic),Ages 50-64,2001,243.7035,241.49,245.9322,2008-2016,-1.1547,-1.3109,-0.9984,Trend is Falling
Female,White (includes Hispanic),Ages 50-64,2002,238.2155,236.0698,240.3758,,,,,
Female,White (includes Hispanic),Ages 50-64,2003,234.2685,232.1813,236.3699,,,,,
Female,White (includes Hispanic),Ages 50-64,2004,226.3706,224.3551,228.3998,,,,,
Female,White (includes Hispanic),Ages 50-64,2005,223.1054,221.1373,225.0867,,,,,
Female,White (includes Hispanic),Ages 50-64,2006,220.0262,218.1012,221.964,,,,,
Female,White (includes Hispanic),Ages 50-64,2007,212.2586,210.4031,214.1265,,,,,
Female,White (includes Hispanic),Ages 50-64,2008,206.9919,205.1822,208.8137,,,,,
Female,White (includes Hispanic),Ages 50-64,2009,206.1396,204.3571,207.9338,,,,,
Female,White (includes Hispanic),Ages 50-64,2010,202.311,200.569,204.0644,,,,,
Female,White (includes Hispanic),Ages 50-64,2011,199.5634,197.8542,201.2838,,,,,
Female,White (includes Hispanic),Ages 50-64,2012,198.8259,197.1238,200.5392,,,,,
Female,White (includes Hispanic),Ages 50-64,2013,195.5314,193.8502,197.2236,,,,,
Female,White (includes Hispanic),Ages 50-64,2014,194.7603,193.0896,196.4419,,,,,
Female,White (includes Hispanic),Ages 50-64,2015,191.8483,190.1953,193.5123,,,,,
Female,White (includes Hispanic),Ages 50-64,2016,189.2524,187.6126,190.903,,,,,
Female,White (includes Hispanic),Ages 65+,2000,899.5558,895.2527,903.8743,2000-2006,-0.8647,-1.0234,-0.7057,Trend is Falling
Female,White (includes Hispanic),Ages 65+,2001,885.8291,881.563,890.1108,2006-2016,-1.3029,-1.3758,-1.2298,Trend is Falling
Female,White (includes Hispanic),Ages 65+,2002,885.6369,881.3744,889.9149,,,,,
Female,White (includes Hispanic),Ages 65+,2003,877.2748,873.0398,881.5252,,,,,
Female,White (includes Hispanic),Ages 65+,2004,866.0692,861.8648,870.2891,,,,,
Female,White (includes Hispanic),Ages 65+,2005,858.3574,854.1835,862.5467,,,,,
Female,White (includes Hispanic),Ages 65+,2006,851.7426,847.596,855.9044,,,,,
Female,White (includes Hispanic),Ages 65+,2007,841.9981,837.893,846.1183,,,,,
Female,White (includes Hispanic),Ages 65+,2008,831.9234,827.8705,835.9911,,,,,
Female,White (includes Hispanic),Ages 65+,2009,815.9155,811.9218,819.9239,,,,,
Female,White (includes Hispanic),Ages 65+,2010,812.9534,808.9912,816.9303,,,,,
Female,White (includes Hispanic),Ages 65+,2011,799.1344,795.2305,803.0528,,,,,
Female,White (includes Hispanic),Ages 65+,2012,788.8347,785.002,792.6814,,,,,
Female,White (includes Hispanic),Ages 65+,2013,775.6369,771.8797,779.4078,,,,,
Female,White (includes Hispanic),Ages 65+,2014,767.7212,764.0241,771.4317,,,,,
Female,White (includes Hispanic),Ages 65+,2015,759.0375,755.3991,762.689,,,,,
Female,White (includes Hispanic),Ages 65+,2016,746.3292,742.7581,749.9132,,,,,
Female,White (includes Hispanic),Ages <15,2000,2.3418,2.1475,2.5489,2000-2016,-1.555,-2.0309,-1.0768,Trend is Falling
Female,White (includes Hispanic),Ages <15,2001,2.5227,2.3208,2.7373,,,,,
Female,White (includes Hispanic),Ages <15,2002,2.3928,2.1962,2.6022,,,,,
Female,White (includes Hispanic),Ages <15,2003,2.411,2.2137,2.6211,,,,,
Female,White (includes Hispanic),Ages <15,2004,2.2907,2.0982,2.496,,,,,
Female,White (includes Hispanic),Ages <15,2005,2.2454,2.0544,2.4493,,,,,
Female,White (includes Hispanic),Ages <15,2006,2.0925,1.9083,2.2897,,,,,
Female,White (includes Hispanic),Ages <15,2007,2.3936,2.1963,2.6039,,,,,
Female,White (includes Hispanic),Ages <15,2008,2.2271,2.037,2.4301,,,,,
Female,White (includes Hispanic),Ages <15,2009,2.0351,1.8537,2.2295,,,,,
Female,White (includes Hispanic),Ages <15,2010,2.0407,1.859,2.2353,,,,,
Female,White (includes Hispanic),Ages <15,2011,2.0216,1.8407,2.2155,,,,,
Female,White (includes Hispanic),Ages <15,2012,2.0935,1.9091,2.291,,,,,
Female,White (includes Hispanic),Ages <15,2013,2.1007,1.9156,2.2988,,,,,
Female,White (includes Hispanic),Ages <15,2014,1.8167,1.6446,2.0018,,,,,
Female,White (includes Hispanic),Ages <15,2015,2.0141,1.8325,2.2089,,,,,
Female,White (includes Hispanic),Ages <15,2016,1.9154,1.7382,2.1057,,,,,
Female,White (includes Hispanic),Ages 15-39,2000,11.2605,10.9344,11.5939,2000-2010,-1.9835,-2.5229,-1.4411,Trend is Falling
Female,White (includes Hispanic),Ages 15-39,2001,11.5101,11.1782,11.8495,2010-2016,-0.0713,-1.36,1.2342,Stable
Female,White (includes Hispanic),Ages 15-39,2002,11.2656,10.9348,11.6039,,,,,
Female,White (includes Hispanic),Ages 15-39,2003,10.7058,10.3807,11.0384,,,,,
Female,White (includes Hispanic),Ages 15-39,2004,10.2242,9.9041,10.5518,,,,,
Female,White (includes Hispanic),Ages 15-39,2005,10.0468,9.7283,10.3729,,,,,
Female,White (includes Hispanic),Ages 15-39,2006,10.207,9.8856,10.5359,,,,,
Female,White (includes Hispanic),Ages 15-39,2007,9.97,9.6521,10.2956,,,,,
Female,White (includes Hispanic),Ages 15-39,2008,9.6054,9.2931,9.9254,,,,,
Female,White (includes Hispanic),Ages 15-39,2009,9.9473,9.6281,10.2742,,,,,
Female,White (includes Hispanic),Ages 15-39,2010,9.2693,8.9603,9.5861,,,,,
Female,White (includes Hispanic),Ages 15-39,2011,9.3544,9.0418,9.6748,,,,,
Female,White (includes Hispanic),Ages 15-39,2012,9.3377,9.0259,9.6573,,,,,
Female,White (includes Hispanic),Ages 15-39,2013,9.3749,9.0625,9.6952,,,,,
Female,White (includes Hispanic),Ages 15-39,2014,9.3682,9.057,9.6871,,,,,
Female,White (includes Hispanic),Ages 15-39,2015,9.0498,8.7464,9.3609,,,,,
Female,White (includes Hispanic),Ages 15-39,2016,9.5044,9.1948,9.8216,,,,,
Female,White (includes Hispanic),Ages 40-64,2000,157.2276,155.9505,158.5126,2000-2008,-2.0785,-2.2684,-1.8881,Trend is Falling
Female,White (includes Hispanic),Ages 40-64,2001,155.2002,153.9477,156.4603,2008-2016,-1.2996,-1.4925,-1.1063,Trend is Falling
Female,White (includes Hispanic),Ages 40-64,2002,151.7278,150.5098,152.9532,,,,,
Female,White (includes Hispanic),Ages 40-64,2003,148.7528,147.5658,149.9471,,,,,
Female,White (includes Hispanic),Ages 40-64,2004,144.2104,143.0578,145.3701,,,,,
Female,White (includes Hispanic),Ages 40-64,2005,143.1336,141.9989,144.2753,,,,,
Female,White (includes Hispanic),Ages 40-64,2006,140.8106,139.6972,141.9307,,,,,
Female,White (includes Hispanic),Ages 40-64,2007,136.3386,135.2558,137.4281,,,,,
Female,White (includes Hispanic),Ages 40-64,2008,132.7141,131.6534,133.7813,,,,,
Female,White (includes Hispanic),Ages 40-64,2009,132.9008,131.8465,133.9616,,,,,
Female,White (includes Hispanic),Ages 40-64,2010,129.5461,128.5144,130.5843,,,,,
Female,White (includes Hispanic),Ages 40-64,2011,127.3064,126.2907,128.3285,,,,,
Female,White (includes Hispanic),Ages 40-64,2012,126.9088,125.8933,127.9307,,,,,
Female,White (includes Hispanic),Ages 40-64,2013,125.0863,124.0767,126.1023,,,,,
Female,White (includes Hispanic),Ages 40-64,2014,124.1682,123.1624,125.1804,,,,,
Female,White (includes Hispanic),Ages 40-64,2015,121.8235,120.8277,122.8257,,,,,
Female,White (includes Hispanic),Ages 40-64,2016,120.4532,119.462,121.4509,,,,,
Female,White (includes Hispanic),Ages 65-74,2000,664.089,658.7061,669.5049,2000-2007,-1.3565,-1.5359,-1.1768,Trend is Falling
Female,White (includes Hispanic),Ages 65-74,2001,648.8152,643.4758,654.1879,2007-2016,-1.9428,-2.0623,-1.8231,Trend is Falling
Female,White (includes Hispanic),Ages 65-74,2002,646.1339,640.7864,651.515,,,,,
Female,White (includes Hispanic),Ages 65-74,2003,635.4473,630.1376,640.7905,,,,,
Female,White (includes Hispanic),Ages 65-74,2004,628.5243,623.2441,633.8381,,,,,
Female,White (includes Hispanic),Ages 65-74,2005,614.6118,609.398,619.8591,,,,,
Female,White (includes Hispanic),Ages 65-74,2006,610.4788,605.3059,615.6849,,,,,
Female,White (includes Hispanic),Ages 65-74,2007,601.6137,596.524,606.736,,,,,
Female,White (includes Hispanic),Ages 65-74,2008,589.3583,584.4009,594.3472,,,,,
Female,White (includes Hispanic),Ages 65-74,2009,575.6222,570.7926,580.4825,,,,,
Female,White (includes Hispanic),Ages 65-74,2010,569.5998,564.85,574.3794,,,,,
Female,White (includes Hispanic),Ages 65-74,2011,557.7043,553.0636,562.3742,,,,,
Female,White (includes Hispanic),Ages 65-74,2012,546.1139,541.6449,550.6105,,,,,
Female,White (includes Hispanic),Ages 65-74,2013,536.593,532.2694,540.9429,,,,,
Female,White (includes Hispanic),Ages 65-74,2014,522.5593,518.3801,526.7637,,,,,
Female,White (includes Hispanic),Ages 65-74,2015,516.4786,512.3982,520.5833,,,,,
Female,White (includes Hispanic),Ages 65-74,2016,501.4114,497.4551,505.3911,,,,,
Female,White (includes Hispanic),Ages 75+,2000,1157.2075,1150.3935,1164.0518,2000-2005,-0.5325,-0.7834,-0.281,Trend is Falling
Female,White (includes Hispanic),Ages 75+,2001,1145.1737,1138.4208,1151.9567,2005-2016,-0.9429,-1.0193,-0.8664,Trend is Falling
Female,White (includes Hispanic),Ages 75+,2002,1147.7052,1140.97,1154.4702,,,,,
Female,White (includes Hispanic),Ages 75+,2003,1141.8865,1135.1917,1148.6109,,,,,
Female,White (includes Hispanic),Ages 75+,2004,1125.9949,1119.3568,1132.6624,,,,,
Female,White (includes Hispanic),Ages 75+,2005,1125.068,1118.4515,1131.7138,,,,,
Female,White (includes Hispanic),Ages 75+,2006,1115.7375,1109.1579,1122.3463,,,,,
Female,White (includes Hispanic),Ages 75+,2007,1105.0308,1098.4876,1111.6033,,,,,
Female,White (includes Hispanic),Ages 75+,2008,1097.3422,1090.82,1103.8936,,,,,
Female,White (includes Hispanic),Ages 75+,2009,1078.8484,1072.3714,1085.3547,,,,,
Female,White (includes Hispanic),Ages 75+,2010,1079.2351,1072.7719,1085.7276,,,,,
Female,White (includes Hispanic),Ages 75+,2011,1063.3113,1056.909,1069.7427,,,,,
Female,White (includes Hispanic),Ages 75+,2012,1054.4238,1048.0639,1060.8127,,,,,
Female,White (includes Hispanic),Ages 75+,2013,1037.2027,1030.9201,1043.514,,,,,
Female,White (includes Hispanic),Ages 75+,2014,1035.9815,1029.7382,1042.2531,,,,,
Female,White (includes Hispanic),Ages 75+,2015,1024.4496,1018.2797,1030.6477,,,,,
Female,White (includes Hispanic),Ages 75+,2016,1014.3225,1008.2283,1020.4444,,,,,
Female,White (includes Hispanic),Ages < 20,2000,2.5075,2.3331,2.6914,2000-2016,-1.5501,-1.93,-1.1687,Trend is Falling
Female,White (includes Hispanic),Ages < 20,2001,2.624,2.4456,2.812,,,,,
Female,White (includes Hispanic),Ages < 20,2002,2.5331,2.3579,2.7178,,,,,
Female,White (includes Hispanic),Ages < 20,2003,2.4616,2.2892,2.6436,,,,,
Female,White (includes Hispanic),Ages < 20,2004,2.4469,2.2752,2.6282,,,,,
Female,White (includes Hispanic),Ages < 20,2005,2.4066,2.2363,2.5864,,,,,
Female,White (includes Hispanic),Ages < 20,2006,2.1917,2.0295,2.3635,,,,,
