Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type,,,
Female,Non-Hispanic White,Ages 65+,2016,28.8311,28.1041,29.572,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2002,0.0899,0.0514,0.1462,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages <15,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2000,0.5059,0.4325,0.5884,2000-2016,-4.9595,-5.8009,-4.1107,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2001,0.5302,0.4543,0.6152,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2002,0.4373,0.3681,0.5158,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2003,0.3924,0.3263,0.4678,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2004,0.3791,0.3138,0.454,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2005,0.3576,0.2936,0.4314,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2006,0.3612,0.2967,0.4354,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2007,0.345,0.2817,0.4181,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2008,0.3243,0.2628,0.3957,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2009,0.3742,0.3076,0.4508,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2010,0.276,0.2189,0.3433,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2011,0.2811,0.2229,0.3497,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2012,0.2825,0.2242,0.351,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2013,0.2277,0.1756,0.2901,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2014,0.2399,0.1874,0.3026,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2015,0.2641,0.2084,0.3299,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 15-39,2016,0.2128,0.1636,0.272,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2000,5.0998,4.8618,5.3465,2000-2006,-7.4468,-8.4917,-6.39,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2001,4.6535,4.4289,4.8867,2006-2016,-3.8962,-4.5008,-3.2878,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2002,4.2747,4.0628,4.4948,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2003,3.9526,3.7518,4.1614,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2004,3.7095,3.518,3.9089,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2005,3.4758,3.2928,3.6666,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2006,3.1932,3.0187,3.3754,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2007,3.0474,2.8796,3.2227,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2008,2.9861,2.8201,3.1596,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2009,2.7846,2.6266,2.9501,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2010,2.6644,2.5103,2.8259,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2011,2.5795,2.4284,2.738,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2012,2.397,2.2505,2.5509,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2013,2.3807,2.2337,2.5352,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2014,2.4544,2.3032,2.6134,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2015,2.1432,2.0049,2.2891,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 40-64,2016,2.1757,2.0339,2.3254,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2000,26.2019,25.106,27.3334,2000-2016,-3.6671,-3.9082,-3.4254,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2001,24.8927,23.8204,26.0008,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2002,23.8889,22.8328,24.9814,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2003,21.9188,20.9043,22.9697,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2004,22.358,21.3315,23.4211,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2005,20.5756,19.5909,21.597,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2006,20.5335,19.5525,21.551,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2007,19.2488,18.306,20.2274,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2008,18.4732,17.564,19.417,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2009,17.5385,16.663,18.4478,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2010,17.8216,16.9475,18.7288,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2011,16.7725,15.9361,17.6411,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2012,16.649,15.8355,17.4933,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2013,15.4675,14.7041,16.2601,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2014,15.7505,14.9931,16.5359,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2015,14.4759,13.7627,15.2162,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 65-74,2016,14.1208,13.4246,14.8434,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2000,59.7307,58.159,61.3342,2000-2016,-1.864,-1.9844,-1.7435,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2001,58.2887,56.7411,59.8678,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2002,56.666,55.1467,58.2165,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2003,56.025,54.5184,57.5626,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2004,54.7177,53.2304,56.2361,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2005,54.1749,52.6985,55.6821,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2006,54.0571,52.5835,55.5615,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2007,52.7783,51.3233,54.2641,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2008,51.799,50.3543,53.2745,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2009,50.0149,48.5959,51.4648,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2010,48.9555,47.5556,50.3863,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2011,47.23,45.8563,48.6346,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2012,47.4316,46.0555,48.8385,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2013,46.3737,45.0153,47.763,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2014,45.7449,44.4013,47.1191,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2015,44.1782,42.8636,45.5232,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages 75+,2016,44.9273,43.6133,46.2711,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2000,0.0922,0.0584,0.1385,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2001,0.0682,0.0397,0.1095,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2002,0.0871,0.0539,0.1333,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2003,0.0844,0.0522,0.1293,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2004,0.0727,0.043,0.1152,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2005,0.0714,0.0415,0.1145,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2009,0.0716,0.0417,0.1151,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2015,0.0765,0.0445,0.1227,,,,,,Non-Hodgkin Lymphoma,,,
Female,Non-Hispanic White,Ages < 20,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2000,7.0093,6.8718,7.1491,2000-2003,-4.4442,-5.8032,-3.0656,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2001,6.6801,6.5465,6.8158,2003-2016,-2.7004,-2.8594,-2.5411,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2002,6.4355,6.3052,6.5679,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2003,6.1296,6.0034,6.2579,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2004,5.9634,5.8394,6.0895,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2005,5.7862,5.6648,5.9096,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2006,5.6635,5.5439,5.7851,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2007,5.4935,5.3765,5.6126,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2008,5.3253,5.2108,5.4419,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2009,5.1324,5.0206,5.2462,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2010,5.0356,4.9256,5.1476,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2011,4.8304,4.7233,4.9394,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2012,4.7972,4.6912,4.9052,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2013,4.6223,4.5189,4.7275,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2014,4.6047,4.5023,4.7089,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2015,4.3408,4.2423,4.4412,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),All Ages,2016,4.3551,4.2574,4.4546,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2000,0.6795,0.6244,0.7381,2000-2005,-7.2147,-9.5555,-4.8133,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2001,0.6528,0.599,0.7101,2005-2016,-3.4078,-4.3402,-2.4662,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2002,0.6052,0.5535,0.6605,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2003,0.565,0.5152,0.6184,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2004,0.4897,0.4434,0.5396,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2005,0.4712,0.4256,0.5203,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2006,0.4621,0.4171,0.5108,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2007,0.4583,0.4132,0.507,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2008,0.4217,0.3782,0.4688,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2009,0.4292,0.3852,0.4768,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2010,0.3895,0.3476,0.4351,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2011,0.3674,0.3264,0.4121,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2012,0.367,0.3258,0.4119,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2013,0.3892,0.3466,0.4356,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2014,0.3729,0.331,0.4187,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2015,0.3333,0.2937,0.3766,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages < 50,2016,0.2995,0.2618,0.341,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2000,8.2161,7.808,8.6399,2000-2006,-7.1003,-8.0007,-6.1911,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2001,7.5156,7.131,7.9155,2006-2016,-4.1027,-4.589,-3.6139,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2002,6.852,6.4922,7.2266,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2003,6.2891,5.9513,6.6411,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2004,5.992,5.6681,6.3297,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2005,5.7106,5.4002,6.0344,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2006,5.1516,4.8609,5.4552,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2007,5.0798,4.7969,5.3751,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2008,4.8589,4.5859,5.1439,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2009,4.5482,4.2884,4.8197,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2010,4.2596,4.0116,4.519,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2011,4.2073,3.9644,4.4614,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2012,4.0088,3.7715,4.2573,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2013,3.8187,3.5886,4.0599,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2014,3.8119,3.5823,4.0525,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2015,3.5039,3.2853,3.7333,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 50-64,2016,3.4594,3.2433,3.6864,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2000,41.8207,40.9024,42.7545,2000-2016,-2.3761,-2.4941,-2.2579,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2001,40.1997,39.3019,41.1129,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2002,39.3243,38.438,40.226,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2003,37.8019,36.9364,38.6826,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2004,37.2706,36.4115,38.145,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2005,36.3082,35.4639,37.1677,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2006,36.0526,35.2135,36.9068,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2007,34.8152,33.9952,35.6501,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2008,33.9562,33.1504,34.7768,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2009,32.7551,31.9684,33.5563,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2010,32.5589,31.7785,33.3537,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2011,31.1239,30.3658,31.8961,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2012,31.0992,30.3481,31.8641,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2013,29.813,29.0853,30.5543,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2014,29.7754,29.0548,30.5093,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2015,28.28,27.5841,28.9891,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 65+,2016,28.639,27.946,29.3448,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2000,0.0696,0.0398,0.1131,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2002,0.096,0.0601,0.1453,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages <15,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2000,0.4937,0.4273,0.5675,2000-2016,-4.4662,-5.3128,-3.6121,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2001,0.5225,0.4538,0.5988,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2002,0.4428,0.3794,0.5137,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2003,0.3982,0.3379,0.4661,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2004,0.4016,0.3408,0.4701,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2005,0.3595,0.3017,0.425,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2006,0.3495,0.2927,0.414,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2007,0.3846,0.3248,0.4522,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2008,0.3247,0.2699,0.3873,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2009,0.3629,0.3048,0.4287,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2010,0.2827,0.2317,0.3415,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2011,0.2895,0.2376,0.3493,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2012,0.3013,0.2483,0.362,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2013,0.3018,0.2485,0.3629,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2014,0.2475,0.2004,0.3023,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2015,0.279,0.2286,0.3372,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 15-39,2016,0.2005,0.1585,0.2501,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2000,5.046,4.8195,5.2803,2000-2006,-7.136,-8.0714,-6.1911,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2001,4.6246,4.4108,4.8462,2006-2016,-3.8465,-4.3705,-3.3197,Trend is Falling,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2002,4.2369,4.0356,4.4456,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2003,3.9405,3.7495,4.1387,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2004,3.6255,3.4454,3.8126,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2005,3.4793,3.3053,3.6602,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2006,3.2155,3.0496,3.3882,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2007,3.114,2.9535,3.2812,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2008,3.0031,2.8462,3.1665,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2009,2.808,2.6582,2.9642,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2010,2.677,2.5315,2.8289,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2011,2.5968,2.4551,2.7448,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2012,2.4529,2.3151,2.5971,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2013,2.4397,2.3014,2.5845,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2014,2.445,2.3055,2.591,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2015,2.1744,2.0447,2.3105,,,,,,Non-Hodgkin Lymphoma,,,
Female,White (includes Hispanic),Ages 40-64,2016,2.1764,2.046,2.3132,,,,,,Non-Hodgkin Lymphoma,,,
